date_reg,type,make,model,colour,fuel,state,modelyear,vehicleclass,enginesize,cylinders,transmission,fueltype,fuelconsumption_city,fuelconsumption_hwy,fuelconsumption_comb,fuelconsumption_comb_mpg,co2emissions
2025-01-21,jip,PORSCHE,CAYENNE,black,petrol,Johor,2014,SUV - STANDARD,3.6,6,M6,z,15.8,10.9,13.6,21,313
2025-01-21,jip,PORSCHE,CAYENNE,black,petrol,Kelantan,2014,SUV - STANDARD,3.6,6,A8,z,13.6,10.1,12.0,24,276
2025-01-21,jip,PORSCHE,CAYENNE,black,petrol,Kelantan,2014,SUV - STANDARD,3.6,6,M6,z,15.8,10.9,13.6,21,313
2025-01-21,motokar,PORSCHE,PANAMERA,black,petrol,Johor,2014,FULL-SIZE,3.6,6,AM7,z,12.9,8.4,10.9,26,251
2025-01-21,motokar,TOYOTA,CAMRY,black,petrol,Rakan Niaga,2014,MID-SIZE,2.5,4,AS6,x,9.5,6.6,8.2,34,189
2025-01-21,motokar,TOYOTA,CAMRY,black,petrol,Rakan Niaga,2014,MID-SIZE,3.5,6,AS6,x,11.1,7.8,9.6,29,221
2025-01-21,motokar,TOYOTA,YARIS,red,petrol,Rakan Niaga,2014,COMPACT,1.5,4,A4,x,7.9,6.6,7.3,39,168
2025-01-21,motokar,TOYOTA,YARIS,red,petrol,Rakan Niaga,2014,COMPACT,1.5,4,M5,x,7.8,6.3,7.1,40,163
2025-01-21,motokar,TOYOTA,YARIS,white,petrol,Rakan Niaga,2014,COMPACT,1.5,4,A4,x,7.9,6.6,7.3,39,168
2025-01-21,motokar,TOYOTA,YARIS,white,petrol,Rakan Niaga,2014,COMPACT,1.5,4,M5,x,7.8,6.3,7.1,40,163
2025-01-21,motokar,TOYOTA,YARIS,silver,petrol,Rakan Niaga,2014,COMPACT,1.5,4,A4,x,7.9,6.6,7.3,39,168
2025-01-21,motokar,TOYOTA,YARIS,silver,petrol,Rakan Niaga,2014,COMPACT,1.5,4,M5,x,7.8,6.3,7.1,40,163
2025-01-21,motokar,TOYOTA,YARIS,white,petrol,W.P. Kuala Lumpur,2014,COMPACT,1.5,4,A4,x,7.9,6.6,7.3,39,168
2025-01-21,motokar,TOYOTA,YARIS,white,petrol,W.P. Kuala Lumpur,2014,COMPACT,1.5,4,M5,x,7.8,6.3,7.1,40,163
2025-01-21,jip,TOYOTA,YARIS,white,petrol,Rakan Niaga,2014,COMPACT,1.5,4,A4,x,7.9,6.6,7.3,39,168
2025-01-21,jip,TOYOTA,YARIS,white,petrol,Rakan Niaga,2014,COMPACT,1.5,4,M5,x,7.8,6.3,7.1,40,163
2025-01-21,motokar,TOYOTA,YARIS,silver,petrol,Selangor,2014,COMPACT,1.5,4,A4,x,7.9,6.6,7.3,39,168
2025-01-21,motokar,TOYOTA,YARIS,silver,petrol,Selangor,2014,COMPACT,1.5,4,M5,x,7.8,6.3,7.1,40,163
2025-01-21,motokar,TOYOTA,YARIS,white,petrol,Johor,2014,COMPACT,1.5,4,A4,x,7.9,6.6,7.3,39,168
2025-01-21,motokar,TOYOTA,YARIS,white,petrol,Johor,2014,COMPACT,1.5,4,M5,x,7.8,6.3,7.1,40,163
2025-01-21,jip,VOLKSWAGEN,TIGUAN,white,petrol,Rakan Niaga,2014,SUV - SMALL,2.0,4,A6,z,11.7,9.5,10.7,26,246
2025-01-21,jip,VOLKSWAGEN,TIGUAN,white,petrol,Rakan Niaga,2014,SUV - SMALL,2.0,4,M6,z,13.6,9.2,11.6,24,267
2025-01-21,jip,VOLKSWAGEN,TIGUAN,grey,petrol,Rakan Niaga,2014,SUV - SMALL,2.0,4,A6,z,11.7,9.5,10.7,26,246
2025-01-21,jip,VOLKSWAGEN,TIGUAN,grey,petrol,Rakan Niaga,2014,SUV - SMALL,2.0,4,M6,z,13.6,9.2,11.6,24,267
2025-01-21,jip,VOLKSWAGEN,TIGUAN,silver,petrol,Rakan Niaga,2014,SUV - SMALL,2.0,4,A6,z,11.7,9.5,10.7,26,246
2025-01-21,jip,VOLKSWAGEN,TIGUAN,silver,petrol,Rakan Niaga,2014,SUV - SMALL,2.0,4,M6,z,13.6,9.2,11.6,24,267
2025-01-21,jip,VOLKSWAGEN,TIGUAN,blue,petrol,Rakan Niaga,2014,SUV - SMALL,2.0,4,A6,z,11.7,9.5,10.7,26,246
2025-01-21,jip,VOLKSWAGEN,TIGUAN,blue,petrol,Rakan Niaga,2014,SUV - SMALL,2.0,4,M6,z,13.6,9.2,11.6,24,267
2025-01-22,jip,HONDA,CR-V,blue,petrol,Rakan Niaga,2014,SUV - SMALL,2.4,4,A5,x,10.3,7.6,9.1,31,209
2025-01-22,jip,HONDA,CR-V,silver,hybrid_petrol,Rakan Niaga,2014,SUV - SMALL,2.4,4,A5,x,10.3,7.6,9.1,31,209
2025-01-22,jip,HONDA,CR-V,red,petrol,Johor,2014,SUV - SMALL,2.4,4,A5,x,10.3,7.6,9.1,31,209
2025-01-22,jip,HONDA,CR-V,blue,hybrid_petrol,Rakan Niaga,2014,SUV - SMALL,2.4,4,A5,x,10.3,7.6,9.1,31,209
2025-01-22,jip,HONDA,CR-V,grey,hybrid_petrol,Rakan Niaga,2014,SUV - SMALL,2.4,4,A5,x,10.3,7.6,9.1,31,209
2025-01-22,jip,HONDA,CR-V,red,petrol,Rakan Niaga,2014,SUV - SMALL,2.4,4,A5,x,10.3,7.6,9.1,31,209
2025-01-22,jip,HONDA,CR-V,blue,petrol,Johor,2014,SUV - SMALL,2.4,4,A5,x,10.3,7.6,9.1,31,209
2025-01-22,jip,HONDA,CR-V,grey,petrol,Rakan Niaga,2014,SUV - SMALL,2.4,4,A5,x,10.3,7.6,9.1,31,209
2025-01-22,jip,HONDA,CR-V,white,hybrid_petrol,Rakan Niaga,2014,SUV - SMALL,2.4,4,A5,x,10.3,7.6,9.1,31,209
2025-01-22,jip,HONDA,CR-V,blue,hybrid_petrol,W.P. Kuala Lumpur,2014,SUV - SMALL,2.4,4,A5,x,10.3,7.6,9.1,31,209
2025-01-22,motokar,HONDA,CIVIC,blue,petrol,Rakan Niaga,2014,COMPACT,1.8,4,AV,x,7.9,6.0,7.0,40,161
2025-01-22,motokar,HONDA,CIVIC,blue,petrol,Rakan Niaga,2014,COMPACT,1.8,4,AV7,x,8.1,6.2,7.2,39,166
2025-01-22,motokar,HONDA,CIVIC,blue,petrol,Rakan Niaga,2014,COMPACT,1.8,4,M5,x,8.5,6.6,7.6,37,175
2025-01-22,motokar,HONDA,CIVIC,blue,petrol,W.P. Kuala Lumpur,2014,COMPACT,1.8,4,AV,x,7.9,6.0,7.0,40,161
2025-01-22,motokar,HONDA,CIVIC,blue,petrol,W.P. Kuala Lumpur,2014,COMPACT,1.8,4,AV7,x,8.1,6.2,7.2,39,166
2025-01-22,motokar,HONDA,CIVIC,blue,petrol,W.P. Kuala Lumpur,2014,COMPACT,1.8,4,M5,x,8.5,6.6,7.6,37,175
2025-01-22,motokar,HONDA,CIVIC,blue,petrol,Johor,2014,COMPACT,1.8,4,AV,x,7.9,6.0,7.0,40,161
2025-01-22,motokar,HONDA,CIVIC,blue,petrol,Johor,2014,COMPACT,1.8,4,AV7,x,8.1,6.2,7.2,39,166
2025-01-22,motokar,HONDA,CIVIC,blue,petrol,Johor,2014,COMPACT,1.8,4,M5,x,8.5,6.6,7.6,37,175
2025-01-22,motokar,HONDA,CIVIC,black,petrol,Rakan Niaga,2014,COMPACT,1.8,4,AV,x,7.9,6.0,7.0,40,161
2025-01-22,motokar,HONDA,CIVIC,black,petrol,Rakan Niaga,2014,COMPACT,1.8,4,AV7,x,8.1,6.2,7.2,39,166
2025-01-22,motokar,HONDA,CIVIC,black,petrol,Rakan Niaga,2014,COMPACT,1.8,4,M5,x,8.5,6.6,7.6,37,175
2025-01-22,motokar,HONDA,CIVIC,grey,petrol,W.P. Kuala Lumpur,2014,COMPACT,1.8,4,AV,x,7.9,6.0,7.0,40,161
2025-01-22,motokar,HONDA,CIVIC,grey,petrol,W.P. Kuala Lumpur,2014,COMPACT,1.8,4,AV7,x,8.1,6.2,7.2,39,166
2025-01-22,motokar,HONDA,CIVIC,grey,petrol,W.P. Kuala Lumpur,2014,COMPACT,1.8,4,M5,x,8.5,6.6,7.6,37,175
2025-01-22,motokar,HONDA,CIVIC,grey,petrol,Rakan Niaga,2014,COMPACT,1.8,4,AV,x,7.9,6.0,7.0,40,161
2025-01-22,motokar,HONDA,CIVIC,grey,petrol,Rakan Niaga,2014,COMPACT,1.8,4,AV7,x,8.1,6.2,7.2,39,166
2025-01-22,motokar,HONDA,CIVIC,grey,petrol,Rakan Niaga,2014,COMPACT,1.8,4,M5,x,8.5,6.6,7.6,37,175
2025-01-22,motokar,HONDA,CIVIC,red,petrol,Kedah,2014,COMPACT,1.8,4,AV,x,7.9,6.0,7.0,40,161
2025-01-22,motokar,HONDA,CIVIC,red,petrol,Kedah,2014,COMPACT,1.8,4,AV7,x,8.1,6.2,7.2,39,166
2025-01-22,motokar,HONDA,CIVIC,red,petrol,Kedah,2014,COMPACT,1.8,4,M5,x,8.5,6.6,7.6,37,175
2025-01-22,motokar,HONDA,CIVIC,white,hybrid_petrol,Rakan Niaga,2014,COMPACT,1.8,4,AV,x,7.9,6.0,7.0,40,161
2025-01-22,motokar,HONDA,CIVIC,white,hybrid_petrol,Rakan Niaga,2014,COMPACT,1.8,4,AV7,x,8.1,6.2,7.2,39,166
2025-01-22,motokar,HONDA,CIVIC,white,hybrid_petrol,Rakan Niaga,2014,COMPACT,1.8,4,M5,x,8.5,6.6,7.6,37,175
2025-01-22,motokar,HONDA,CIVIC,white,petrol,Rakan Niaga,2014,COMPACT,1.8,4,AV,x,7.9,6.0,7.0,40,161
2025-01-22,motokar,HONDA,CIVIC,white,petrol,Rakan Niaga,2014,COMPACT,1.8,4,AV7,x,8.1,6.2,7.2,39,166
2025-01-22,motokar,HONDA,CIVIC,white,petrol,Rakan Niaga,2014,COMPACT,1.8,4,M5,x,8.5,6.6,7.6,37,175
2025-01-22,motokar,HONDA,CIVIC,black,petrol,W.P. Kuala Lumpur,2014,COMPACT,1.8,4,AV,x,7.9,6.0,7.0,40,161
2025-01-22,motokar,HONDA,CIVIC,black,petrol,W.P. Kuala Lumpur,2014,COMPACT,1.8,4,AV7,x,8.1,6.2,7.2,39,166
2025-01-22,motokar,HONDA,CIVIC,black,petrol,W.P. Kuala Lumpur,2014,COMPACT,1.8,4,M5,x,8.5,6.6,7.6,37,175
2025-01-22,motokar,HONDA,CIVIC,red,petrol,Rakan Niaga,2014,COMPACT,1.8,4,AV,x,7.9,6.0,7.0,40,161
2025-01-22,motokar,HONDA,CIVIC,red,petrol,Rakan Niaga,2014,COMPACT,1.8,4,AV7,x,8.1,6.2,7.2,39,166
2025-01-22,motokar,HONDA,CIVIC,red,petrol,Rakan Niaga,2014,COMPACT,1.8,4,M5,x,8.5,6.6,7.6,37,175
2025-01-22,motokar,HONDA,CIVIC,red,petrol,W.P. Kuala Lumpur,2014,COMPACT,1.8,4,AV,x,7.9,6.0,7.0,40,161
2025-01-22,motokar,HONDA,CIVIC,red,petrol,W.P. Kuala Lumpur,2014,COMPACT,1.8,4,AV7,x,8.1,6.2,7.2,39,166
2025-01-22,motokar,HONDA,CIVIC,red,petrol,W.P. Kuala Lumpur,2014,COMPACT,1.8,4,M5,x,8.5,6.6,7.6,37,175
2025-01-22,motokar,HONDA,CIVIC,blue,hybrid_petrol,Rakan Niaga,2014,COMPACT,1.8,4,AV,x,7.9,6.0,7.0,40,161
2025-01-22,motokar,HONDA,CIVIC,blue,hybrid_petrol,Rakan Niaga,2014,COMPACT,1.8,4,AV7,x,8.1,6.2,7.2,39,166
2025-01-22,motokar,HONDA,CIVIC,blue,hybrid_petrol,Rakan Niaga,2014,COMPACT,1.8,4,M5,x,8.5,6.6,7.6,37,175
2025-01-22,motokar,HONDA,CIVIC,white,petrol,Johor,2014,COMPACT,1.8,4,AV,x,7.9,6.0,7.0,40,161
2025-01-22,motokar,HONDA,CIVIC,white,petrol,Johor,2014,COMPACT,1.8,4,AV7,x,8.1,6.2,7.2,39,166
2025-01-22,motokar,HONDA,CIVIC,white,petrol,Johor,2014,COMPACT,1.8,4,M5,x,8.5,6.6,7.6,37,175
2025-01-22,motokar,HONDA,CIVIC,white,petrol,W.P. Kuala Lumpur,2014,COMPACT,1.8,4,AV,x,7.9,6.0,7.0,40,161
2025-01-22,motokar,HONDA,CIVIC,white,petrol,W.P. Kuala Lumpur,2014,COMPACT,1.8,4,AV7,x,8.1,6.2,7.2,39,166
2025-01-22,motokar,HONDA,CIVIC,white,petrol,W.P. Kuala Lumpur,2014,COMPACT,1.8,4,M5,x,8.5,6.6,7.6,37,175
2025-01-22,motokar,HONDA,CIVIC,white,petrol,Negeri Sembilan,2014,COMPACT,1.8,4,AV,x,7.9,6.0,7.0,40,161
2025-01-22,motokar,HONDA,CIVIC,white,petrol,Negeri Sembilan,2014,COMPACT,1.8,4,AV7,x,8.1,6.2,7.2,39,166
2025-01-22,motokar,HONDA,CIVIC,white,petrol,Negeri Sembilan,2014,COMPACT,1.8,4,M5,x,8.5,6.6,7.6,37,175
2025-01-22,motokar,HONDA,CIVIC,blue,petrol,Selangor,2014,COMPACT,1.8,4,AV,x,7.9,6.0,7.0,40,161
2025-01-22,motokar,HONDA,CIVIC,blue,petrol,Selangor,2014,COMPACT,1.8,4,AV7,x,8.1,6.2,7.2,39,166
2025-01-22,motokar,HONDA,CIVIC,blue,petrol,Selangor,2014,COMPACT,1.8,4,M5,x,8.5,6.6,7.6,37,175
2025-01-22,motokar,HONDA,CIVIC,grey,petrol,Selangor,2014,COMPACT,1.8,4,AV,x,7.9,6.0,7.0,40,161
2025-01-22,motokar,HONDA,CIVIC,grey,petrol,Selangor,2014,COMPACT,1.8,4,AV7,x,8.1,6.2,7.2,39,166
2025-01-22,motokar,HONDA,CIVIC,grey,petrol,Selangor,2014,COMPACT,1.8,4,M5,x,8.5,6.6,7.6,37,175
2025-01-22,motokar,HONDA,CIVIC,grey,hybrid_petrol,Rakan Niaga,2014,COMPACT,1.8,4,AV,x,7.9,6.0,7.0,40,161
2025-01-22,motokar,HONDA,CIVIC,grey,hybrid_petrol,Rakan Niaga,2014,COMPACT,1.8,4,AV7,x,8.1,6.2,7.2,39,166
2025-01-22,motokar,HONDA,CIVIC,grey,hybrid_petrol,Rakan Niaga,2014,COMPACT,1.8,4,M5,x,8.5,6.6,7.6,37,175
2025-01-22,jip,HYUNDAI,SANTA FE,grey,hybrid_petrol,Rakan Niaga,2014,SUV - SMALL,3.3,6,A6,x,13.0,9.1,11.2,25,258
2025-01-22,jip,MAZDA,CX-5,red,petrol,Rakan Niaga,2014,SUV - SMALL,2.0,4,AS6,x,8.9,7.3,8.2,34,189
2025-01-22,jip,MAZDA,CX-5,red,petrol,Rakan Niaga,2014,SUV - SMALL,2.0,4,M6,x,9.0,6.8,8.0,35,184
2025-01-22,jip,MAZDA,CX-5,red,petrol,Rakan Niaga,2014,SUV - SMALL,2.5,4,AS6,x,9.6,7.4,8.6,33,198
2025-01-22,jip,MAZDA,CX-5,grey,petrol,Rakan Niaga,2014,SUV - SMALL,2.0,4,AS6,x,8.9,7.3,8.2,34,189
2025-01-22,jip,MAZDA,CX-5,grey,petrol,Rakan Niaga,2014,SUV - SMALL,2.0,4,M6,x,9.0,6.8,8.0,35,184
2025-01-22,jip,MAZDA,CX-5,grey,petrol,Rakan Niaga,2014,SUV - SMALL,2.5,4,AS6,x,9.6,7.4,8.6,33,198
2025-01-22,jip,MAZDA,CX-5,gold,petrol,Rakan Niaga,2014,SUV - SMALL,2.0,4,AS6,x,8.9,7.3,8.2,34,189
2025-01-22,jip,MAZDA,CX-5,gold,petrol,Rakan Niaga,2014,SUV - SMALL,2.0,4,M6,x,9.0,6.8,8.0,35,184
2025-01-22,jip,MAZDA,CX-5,gold,petrol,Rakan Niaga,2014,SUV - SMALL,2.5,4,AS6,x,9.6,7.4,8.6,33,198
2025-01-22,jip,MAZDA,CX-5,black,petrol,Rakan Niaga,2014,SUV - SMALL,2.0,4,AS6,x,8.9,7.3,8.2,34,189
2025-01-22,jip,MAZDA,CX-5,black,petrol,Rakan Niaga,2014,SUV - SMALL,2.0,4,M6,x,9.0,6.8,8.0,35,184
2025-01-22,jip,MAZDA,CX-5,black,petrol,Rakan Niaga,2014,SUV - SMALL,2.5,4,AS6,x,9.6,7.4,8.6,33,198
2025-01-22,jip,MAZDA,CX-5,blue,petrol,Rakan Niaga,2014,SUV - SMALL,2.0,4,AS6,x,8.9,7.3,8.2,34,189
2025-01-22,jip,MAZDA,CX-5,blue,petrol,Rakan Niaga,2014,SUV - SMALL,2.0,4,M6,x,9.0,6.8,8.0,35,184
2025-01-22,jip,MAZDA,CX-5,blue,petrol,Rakan Niaga,2014,SUV - SMALL,2.5,4,AS6,x,9.6,7.4,8.6,33,198
2025-01-22,jip,MAZDA,CX-5,blue,petrol,W.P. Kuala Lumpur,2014,SUV - SMALL,2.0,4,AS6,x,8.9,7.3,8.2,34,189
2025-01-22,jip,MAZDA,CX-5,blue,petrol,W.P. Kuala Lumpur,2014,SUV - SMALL,2.0,4,M6,x,9.0,6.8,8.0,35,184
2025-01-22,jip,MAZDA,CX-5,blue,petrol,W.P. Kuala Lumpur,2014,SUV - SMALL,2.5,4,AS6,x,9.6,7.4,8.6,33,198
2025-01-22,jip,MAZDA,CX-9,black,petrol,W.P. Kuala Lumpur,2014,SUV - SMALL,3.7,6,AS6,x,14.2,10.0,12.3,23,283
2025-01-22,motokar,MAZDA,MX-5,blue,petrol,W.P. Kuala Lumpur,2014,TWO-SEATER,2.0,4,AS6,z,11.5,8.5,10.2,28,235
2025-01-22,motokar,MAZDA,MX-5,blue,petrol,W.P. Kuala Lumpur,2014,TWO-SEATER,2.0,4,M5,z,10.5,8.5,9.6,29,221
2025-01-22,motokar,MAZDA,MX-5,blue,petrol,W.P. Kuala Lumpur,2014,TWO-SEATER,2.0,4,M6,z,11.1,8.4,9.9,29,228
2025-01-22,motokar,PORSCHE,911 CARRERA,white,petrol,W.P. Kuala Lumpur,2014,MINICOMPACT,3.4,6,AM7,z,11.6,8.3,10.1,28,232
2025-01-22,motokar,PORSCHE,911 CARRERA,white,petrol,W.P. Kuala Lumpur,2014,MINICOMPACT,3.4,6,M7,z,12.5,8.6,10.7,26,246
2025-01-22,motokar,PORSCHE,911 GT3,white,petrol,W.P. Kuala Lumpur,2014,TWO-SEATER,3.8,6,AM7,z,16.0,11.5,14.0,20,322
2025-01-22,jip,PORSCHE,CAYENNE,black,petrol,W.P. Kuala Lumpur,2014,SUV - STANDARD,3.6,6,A8,z,13.6,10.1,12.0,24,276
2025-01-22,jip,PORSCHE,CAYENNE,black,petrol,W.P. Kuala Lumpur,2014,SUV - STANDARD,3.6,6,M6,z,15.8,10.9,13.6,21,313
2025-01-22,jip,PORSCHE,CAYENNE,black,petrol,Selangor,2014,SUV - STANDARD,3.6,6,A8,z,13.6,10.1,12.0,24,276
2025-01-22,jip,PORSCHE,CAYENNE,black,petrol,Selangor,2014,SUV - STANDARD,3.6,6,M6,z,15.8,10.9,13.6,21,313
2025-01-22,jip,PORSCHE,CAYENNE,grey,petrol,Rakan Niaga,2014,SUV - STANDARD,3.6,6,A8,z,13.6,10.1,12.0,24,276
2025-01-22,jip,PORSCHE,CAYENNE,grey,petrol,Rakan Niaga,2014,SUV - STANDARD,3.6,6,M6,z,15.8,10.9,13.6,21,313
2025-01-22,jip,PORSCHE,CAYENNE,white,petrol,Johor,2014,SUV - STANDARD,3.6,6,A8,z,13.6,10.1,12.0,24,276
2025-01-22,jip,PORSCHE,CAYENNE,white,petrol,Johor,2014,SUV - STANDARD,3.6,6,M6,z,15.8,10.9,13.6,21,313
2025-01-22,jip,PORSCHE,CAYENNE,white,petrol,W.P. Kuala Lumpur,2014,SUV - STANDARD,3.6,6,A8,z,13.6,10.1,12.0,24,276
2025-01-22,jip,PORSCHE,CAYENNE,white,petrol,W.P. Kuala Lumpur,2014,SUV - STANDARD,3.6,6,M6,z,15.8,10.9,13.6,21,313
2025-01-22,jip,PORSCHE,CAYENNE,black,petrol,Rakan Niaga,2014,SUV - STANDARD,3.6,6,A8,z,13.6,10.1,12.0,24,276
2025-01-22,jip,PORSCHE,CAYENNE,black,petrol,Rakan Niaga,2014,SUV - STANDARD,3.6,6,M6,z,15.8,10.9,13.6,21,313
2025-01-22,jip,PORSCHE,CAYENNE,black,petrol,Pulau Pinang,2014,SUV - STANDARD,3.6,6,A8,z,13.6,10.1,12.0,24,276
2025-01-22,jip,PORSCHE,CAYENNE,black,petrol,Pulau Pinang,2014,SUV - STANDARD,3.6,6,M6,z,15.8,10.9,13.6,21,313
2025-01-22,jip,PORSCHE,CAYENNE,grey,petrol,W.P. Kuala Lumpur,2014,SUV - STANDARD,3.6,6,A8,z,13.6,10.1,12.0,24,276
2025-01-22,jip,PORSCHE,CAYENNE,grey,petrol,W.P. Kuala Lumpur,2014,SUV - STANDARD,3.6,6,M6,z,15.8,10.9,13.6,21,313
2025-01-22,motokar,PORSCHE,PANAMERA,silver,petrol,W.P. Kuala Lumpur,2014,FULL-SIZE,3.6,6,AM7,z,12.9,8.4,10.9,26,251
2025-01-22,motokar,SUBARU,BRZ,blue,petrol,Rakan Niaga,2014,MINICOMPACT,2.0,4,AS6,z,9.6,7.1,8.5,33,196
2025-01-22,motokar,SUBARU,BRZ,blue,petrol,Rakan Niaga,2014,MINICOMPACT,2.0,4,M6,z,11.0,7.9,9.6,29,221
2025-01-22,motokar,TOYOTA,YARIS,red,petrol,Rakan Niaga,2014,COMPACT,1.5,4,A4,x,7.9,6.6,7.3,39,168
2025-01-22,motokar,TOYOTA,YARIS,red,petrol,Rakan Niaga,2014,COMPACT,1.5,4,M5,x,7.8,6.3,7.1,40,163
2025-01-22,motokar,TOYOTA,YARIS,silver,petrol,Rakan Niaga,2014,COMPACT,1.5,4,A4,x,7.9,6.6,7.3,39,168
2025-01-22,motokar,TOYOTA,YARIS,silver,petrol,Rakan Niaga,2014,COMPACT,1.5,4,M5,x,7.8,6.3,7.1,40,163
2025-01-22,motokar,TOYOTA,YARIS,white,petrol,Rakan Niaga,2014,COMPACT,1.5,4,A4,x,7.9,6.6,7.3,39,168
2025-01-22,motokar,TOYOTA,YARIS,white,petrol,Rakan Niaga,2014,COMPACT,1.5,4,M5,x,7.8,6.3,7.1,40,163
2025-01-22,motokar,TOYOTA,YARIS,silver,petrol,Kedah,2014,COMPACT,1.5,4,A4,x,7.9,6.6,7.3,39,168
2025-01-22,motokar,TOYOTA,YARIS,silver,petrol,Kedah,2014,COMPACT,1.5,4,M5,x,7.8,6.3,7.1,40,163
2025-01-22,motokar,TOYOTA,YARIS,white,petrol,W.P. Kuala Lumpur,2014,COMPACT,1.5,4,A4,x,7.9,6.6,7.3,39,168
2025-01-22,motokar,TOYOTA,YARIS,white,petrol,W.P. Kuala Lumpur,2014,COMPACT,1.5,4,M5,x,7.8,6.3,7.1,40,163
2025-01-22,jip,VOLKSWAGEN,TIGUAN,grey,petrol,Rakan Niaga,2014,SUV - SMALL,2.0,4,A6,z,11.7,9.5,10.7,26,246
2025-01-22,jip,VOLKSWAGEN,TIGUAN,grey,petrol,Rakan Niaga,2014,SUV - SMALL,2.0,4,M6,z,13.6,9.2,11.6,24,267
2025-01-22,jip,VOLKSWAGEN,TIGUAN,black,petrol,Rakan Niaga,2014,SUV - SMALL,2.0,4,A6,z,11.7,9.5,10.7,26,246
2025-01-22,jip,VOLKSWAGEN,TIGUAN,black,petrol,Rakan Niaga,2014,SUV - SMALL,2.0,4,M6,z,13.6,9.2,11.6,24,267
2025-01-22,jip,VOLVO,XC60,gold,hybrid_petrol,Rakan Niaga,2014,SUV - SMALL,3.2,6,AS6,x,13.0,8.9,11.2,25,258
2025-01-23,jip,AUDI,Q5,grey,petrol,W.P. Kuala Lumpur,2014,SUV - SMALL,2.0,4,AS8,z,12.0,8.5,10.4,27,239
2025-01-23,jip,AUDI,Q5,grey,petrol,W.P. Kuala Lumpur,2014,SUV - SMALL,3.0,6,AS8,z,12.9,9.2,11.2,25,258
2025-01-23,jip,HONDA,CR-V,grey,petrol,Melaka,2014,SUV - SMALL,2.4,4,A5,x,10.3,7.6,9.1,31,209
2025-01-23,jip,HONDA,CR-V,red,hybrid_petrol,Rakan Niaga,2014,SUV - SMALL,2.4,4,A5,x,10.3,7.6,9.1,31,209
2025-01-23,jip,HONDA,CR-V,grey,hybrid_petrol,Rakan Niaga,2014,SUV - SMALL,2.4,4,A5,x,10.3,7.6,9.1,31,209
2025-01-23,jip,HONDA,CR-V,red,petrol,Rakan Niaga,2014,SUV - SMALL,2.4,4,A5,x,10.3,7.6,9.1,31,209
2025-01-23,jip,HONDA,CR-V,blue,hybrid_petrol,Selangor,2014,SUV - SMALL,2.4,4,A5,x,10.3,7.6,9.1,31,209
2025-01-23,jip,HONDA,CR-V,grey,hybrid_petrol,W.P. Kuala Lumpur,2014,SUV - SMALL,2.4,4,A5,x,10.3,7.6,9.1,31,209
2025-01-23,jip,HONDA,CR-V,grey,petrol,Rakan Niaga,2014,SUV - SMALL,2.4,4,A5,x,10.3,7.6,9.1,31,209
2025-01-23,jip,HONDA,CR-V,blue,petrol,Rakan Niaga,2014,SUV - SMALL,2.4,4,A5,x,10.3,7.6,9.1,31,209
2025-01-23,jip,HONDA,CR-V,white,hybrid_petrol,Pahang,2014,SUV - SMALL,2.4,4,A5,x,10.3,7.6,9.1,31,209
2025-01-23,jip,HONDA,CR-V,red,petrol,Selangor,2014,SUV - SMALL,2.4,4,A5,x,10.3,7.6,9.1,31,209
2025-01-23,jip,HONDA,CR-V,grey,petrol,Terengganu,2014,SUV - SMALL,2.4,4,A5,x,10.3,7.6,9.1,31,209
2025-01-23,jip,HONDA,CR-V,white,petrol,Rakan Niaga,2014,SUV - SMALL,2.4,4,A5,x,10.3,7.6,9.1,31,209
2025-01-23,jip,HONDA,CR-V,blue,hybrid_petrol,Rakan Niaga,2014,SUV - SMALL,2.4,4,A5,x,10.3,7.6,9.1,31,209
2025-01-23,jip,HONDA,CR-V,white,petrol,W.P. Kuala Lumpur,2014,SUV - SMALL,2.4,4,A5,x,10.3,7.6,9.1,31,209
2025-01-23,jip,HONDA,CR-V,white,hybrid_petrol,Perak,2014,SUV - SMALL,2.4,4,A5,x,10.3,7.6,9.1,31,209
2025-01-23,jip,HONDA,CR-V,white,hybrid_petrol,Rakan Niaga,2014,SUV - SMALL,2.4,4,A5,x,10.3,7.6,9.1,31,209
2025-01-23,jip,HONDA,CR-V,silver,hybrid_petrol,W.P. Kuala Lumpur,2014,SUV - SMALL,2.4,4,A5,x,10.3,7.6,9.1,31,209
2025-01-23,jip,HONDA,CR-V,blue,petrol,Selangor,2014,SUV - SMALL,2.4,4,A5,x,10.3,7.6,9.1,31,209
2025-01-23,jip,HONDA,CR-V,white,hybrid_petrol,Johor,2014,SUV - SMALL,2.4,4,A5,x,10.3,7.6,9.1,31,209
2025-01-23,jip,HONDA,CR-V,red,petrol,Sabah,2014,SUV - SMALL,2.4,4,A5,x,10.3,7.6,9.1,31,209
2025-01-23,jip,HONDA,CR-V,silver,petrol,Rakan Niaga,2014,SUV - SMALL,2.4,4,A5,x,10.3,7.6,9.1,31,209
2025-01-23,jip,HONDA,CR-V,grey,petrol,Johor,2014,SUV - SMALL,2.4,4,A5,x,10.3,7.6,9.1,31,209
2025-01-23,jip,HONDA,CR-V,blue,hybrid_petrol,Pulau Pinang,2014,SUV - SMALL,2.4,4,A5,x,10.3,7.6,9.1,31,209
2025-01-23,jip,HONDA,CR-V,grey,hybrid_petrol,Kelantan,2014,SUV - SMALL,2.4,4,A5,x,10.3,7.6,9.1,31,209
